nm	kind_code
UPSTREAM TECHNOLOGIES INC	0
Upstream Technologies, Inc.	0
Uptake Medical Corp.	0
Uptake Medical Technology Inc.	0
Uptake Technologies, Inc.	0
upthere, inc.	0
UPTIME HOLDING GMBH	0
UPTIME SOLUTIONS	0
UpToDate, Inc.	0
UPTOKE, LLC	0
Uptown Network LLC	0
Upwing Energy, LLC	0
Upwork Global Inc.	0
UQM Technologies Inc.	0
UQM Technologies, Inc.	0
uQontrol, Inc.	0
UR Technologies, LLC	0
U'R There! Entertainment, Ltd.	0
Urakami LLC	0
Uranium Beneficiation Pty Ltd	0
Uranus International Limited	0
Uraseal, Inc.	0
Uratanishouji Kabushiki Kaisha	0
URAYASU DENSETSU K.K.	0
Urban Aeronautics Ltd.	0
Urban Aeronautics, Ltd.	0
Urban Airship, Inc.	0
URBAN ARMOR GEAR, LLC	0
URBAN ASSOCIES ARCHITECTES	0
Urban Ecological Systems Ltd.	0
URBAN ENGINES, INC.	0
Urban Farmers Co., Ltd.	0
Urban Infant	0
Urban Manufacturing, Inc.	0
URBAN MAPPING, INC.	0
Urban Mining Company	0
Urban Mining Corp B.V.	0
Urban Mining Technology Company	0
Urban Mining Technology Company, LLC	0
Urban Software Institute GmbH	0
Urban Storm Limited	0
Urban Storm Management Limited	0
Urban Trend LLC	0
Urban Trend, LLC	0
Urban Tumbler LLC	0
URBAN626, LLC	0
URBANA DE EXTERIORES, S.L.	0
URBANALPS AG	0
URBANALTA CORP	0
Urbaneer LLC	0
URBANETICS INC.	0
Urbanizaciones Inmobilarias Del Centro S.A. DE C.V.	0
URBANTAINER CO., LTD.	0
URBANTECH CONSULTING ENGINEERING, PC	0
Urbantech S.p.A.	0
Urbantech S.R.L.	0
URC Ventures Inc.	0
URC Ventures, Inc.	0
Urea Casale SA	0
Ureca B.V.	0
URECSYS?Urban Ecology Systems?Indoor Air Quality Management Ltd.	0
Uremet Corporation	0
URENCO Limited	0
URESH AG	0
URESIL, LLC	0
URETEK USA, INC.	0
Uretek Worldwide OY	0
Urethane Technology Company, Inc.	0
uReveal, Inc.	0
URGO RECHERCHE INNOVATION ET DEVELOPMENT	0
URGO RECHERCHE INNOVATION ET DEVELOPPEMENT	0
URICON LTD	0
Uri-Dent Ltd.	0
URIEL PATENT, LLC	0
Uriel Sol, Inc.	0
Uriel Solar, Inc.	0
Urifer Ltd.	0
URIMAT HOLDING AG	0
URIPP LLC	0
URIT Medical Electronic Co., Ltd.	0
Urjagreen Technologies Pvt. Ltd.	0
URL IP HOLDINGS, LLC	0
Urobiologics LLC	0
URODELIA	0
UROGEN PHARMA LTD	0
UROGEN PHARMA LTD.	0
UROGYN B.V.	0
Urokinetics Inc.	0
Urologix, Inc.	0
Uromedica, Inc.	0
UROMEMS	0
Uropep Biotech GBR	0
Uroplasty, Inc.	0
UROPLASTY, LLC	0
UROS TECHNOLOGY S.A R. L.	0
Uros Technology S.A R.L.	0
UROS TECHNOLOGY S.A R.L.	0
UROS Technology S.A. R.L.	0
UROS TECHNOLOGY S.A.R.L.	0
UROS TECHNOLOGY S.A.R.L.	0
UROS TECHNOLOGY S.AR.L.	0
UROSEE CORP.	0
Urotech GmbH	0
Urotech Medizinische Technologie GmbH	0
UroTech, Inc.	0
Uroval, Inc.	0
URQUIMA, S.A.	0
URS Corporation	0
URSA INSULATION, S.A.	0
URSA Major Media, Inc.	0
Ursa Major, Inc.	0
Ursapharm Arzneimittel GmbH &amp; Co. KG	0
URSATECH LTD.	0
Urschel Laboratories, Inc.	0
URSTCO, L.P.	0
URS-US MEDICAL TECHNOLOGY INC.	0
Urtek, LLC	0
Urtek, LLC.	0
Urthecast Corp.	0
Urugus S.A.	0
URXmobile System, Inc.	0
Uryu Seisaku Ltd.	0
US Airflow	0
US Airways, Inc.	0
US Army Corps of Enginees	0
US Army Walter Reed Army Medical Center, Chief, Office Of Research, Marketing &amp; Policy Dev Walter Reed Army Institute of Research	4
US ARMY, SECRETARY OF THE ARMY	4
US CONCRETE, INC.	0
US Conec Limited	0
US Conec Ltd.	0
US Conec, Ltd	0
US Conec, Ltd.	0
US COSMECEUTECHS, LLC	0
US DEMIL, LLC	0
US Display Group, Inc.	0
US ENOVACOR ApS	0
US FARM SYSTEMS, INC.	0
US Floors, Inc.	0
US FOODS, INC.	0
US Genomics, Inc.	0
US Government as Represented by the Secretary of the Army	4
US Green Energy Solutions, LLC	0
US LED, Ltd.	0
US Micropower Inc.	0
US MILL WORKS LLC	0
US Nano LLC	0
US National Institutes of Health	3
US New Technology, LLC	0
US NewWin, Inc.	0
US Nitro Blasting &amp; Environmental, LLC	0
US Oil Sands Inc.	0
US Post Co., Inc.	0
US PUMP CORP.	0
US Radar, Inc.	0
US Seismic Systems, Inc.	0
US Sewing Automation, Inc.	0
US Smokeless Tobacco Co.	0
US Spine, Inc.	0
US Submergent Technologies, LLC	0
US SYNTHETIC CORPORATION	0
US SYNTHETICS CORPORATION	0
US Tower Corp.	0
US Tower Corporation	0
US VAOPTO, INC.	0
US Well Services LLC	0
US WorldMeds LLC	0
US2 DESIGNS, LLC	0
US-50 Holdings, LLC	0
USA as represented by the Administrator of the National Aeronautics Space Administration	3
USA Clean, Inc.	0
USA Financial Portformulas Corporation	0
USA Images of Florida, LLC	0
USA Industries, Inc.	0
USA Innovations, Inc.	0
USA Life Nutrition, LLC	0
USA PRODUCTS GROUP	0
USA Sports, Inc.	0
USA Technologies, Inc.	0
USA WORLDWIDE DOOR COMPONENTS (PINGHU) CO., LTD.	0
USA ZAMA INC.	0
USA ZAMA, INC.	0
USAA	0
USAA United Services Automobile Assoc.	0
USABCD A/A	0
Usability Sciences Corporation	0
UsableNet Inc.	0
USAI, LLC	0
USALCO, LLC	0
USANG INDUSTRIAL CO., LTD.	0
USAUS Holdings LLC	0
USAUS, Inc.	0
USC, L.L.C.	0
USC, LLC	0
USCO S.p.A.	0
USCOM LIMITED	0
USCOM LTD.	0
USCONTRACTING, INC.	0
UScope Technologies, Inc.	0
USE SYSTEM ENGINEERING HOLDING B.V.	0
U-SEA BEHEER B.V.	0
Used Tyre Distillation Research Limited	0
Used-Car-Parts.com, Inc.	0
U-SEE 2 LIMITED	0
USEMCO, INC.	0
USENLIGHT CORP.	0
USENS, INC.	0
USEONG ELECTRO-MECHANICS CO., LTD.	0
User First Ltd.	0
USER REPLAY LIMITED	0
UserCentrix, LLC	0
User-Friendly Phone Book, L.L.C.	0
Userful Corporation	0
USERSTAR INFORMATION SYSTEM CO., LTD.	0
USES, Inc.	0
USG Interiors, Inc.	0
USG INTERIORS, LLC	0
USG UMWELTSERVICE GMBH &amp; CO. KG	0
USGI Medical Inc.	0
USGI Medical, Inc	0
USGI Medical, Inc.	0
USGreentech, L.L.C.	0
USHAHIDI, INC.	0
USHER AUDIO TECHNOLOGY	0
USHER III INITIATIVE, INC.	0
Usher III, Initiative, Inc.	0
U-SHIN DEUTSCHLAND ZUGANGSSYSTEME GMBH	0
U-Shin Deutschland Zugangssyteme GmbH	0
U-SHIN FRANCE	0
U-SHIN FRANCE SAS	0
U-SHIN ITALIA S.P.A	0
U-SHIN ITALIA S.P.A.	0
U-SHIN LTD	0
U-SHIN LTD.	0
U-Shin, Ltd.	0
USHIO CHEMIX CORPORATION	0
USHIO DENKI KABUSHIKI KAISHA	0
USHIO DENKI KABUSHIKI KAISHI	0
USHIO OPTO SEMICONDUCTORS, INC.	0
USHR INC.	0
USI ELECTRONICS (SHENZHEN) CO., LTD.	0
Usikov Inst Radiophysics &amp; Electronics, NASU	3
Usinage Filiatrault Inc.	0
USINAGE NUMERIQUE H.B. INC.	0
USINE ROTEC INC.	0
USINES CLAAS FRANCE S.A.S.	0
Usinor	0
USL Technologies, LLC	0
USM HOLDING AG	0
USMMT LLC	0
USNR, LLC	0
USNR, LLC.	0
USNR/Kockums Cancar Company	0
USOUND GMBH	0
uSOUNDit Partners, LLC	0
USP?UNIVERSIDADE DE SAO PAULO	1
USS Technologies, LLC	0
USSC GROUP, INC.	0
USTA CO., LTD.	0
UStar Limited	0
USTAV ANORGANICKE CHEMIE AKADEMIE VED CESKE REPUBLIKY, V.V.I.	3
USTAV EXPERIMENTALNI BOTANIKY AV CR, V.V.I.	3
Ustav Experimentalni Mediciny Akademie Ved CR, V.V.I.	3
Ustav Experimentatni Mediciny Akademie Ved Ceske Republiky Verejna Vyzkumna Instituce	3
USTAV MAKROMOLEKULARNI CHEMIE AV CR, V.V.I.	3
USTAV MOLEKULARNI GENETIKY AKADEMIE VED CESKE REPUBLIKY, V.V.I.	3
USTAV ORGANICKE CHEMIE A BIOCHEMIE AKADEMIE VED CESKE REPUBLIKY, V.V.I.	3
USTAV ORGANICKE CHEMIE A BIOCHEMIE AKADEMIE VED CR, V.V.I.	3
USTAV ORGANICKE CHEMIE A BIOCHEMIE AV CR, V.V.I.	3
USTAV PRISTROJOVE TECHNIKY AV CR, v.i.i.	0
Uster Technologies AG	0
Uster Technologies, AG	0
Ustream, Inc.	0
Ustringer LLC	0
uStudio, Inc	0
uStudio, Inc.	0
USUDA RESEARCH INSTITUTE &amp; SYSTEMS CORPORATION	0
USUI CO., LTD.	0
Usui Kokusai Sangyo Kaisha	0
Usui Kokusai Sangyo Kaisha Limitd	0
USUI KOKUSAI SANGYO KAISHA LIMITED	0
USUI KOKUSAI SANGYO KAISHA LTD.	0
Usui Kokusai Sangyo Kaisha, Ltd.	0
USUI KOKUSAI SANGYO KAISYA, LTD.	0
U-SUN GASKET CORPORATION	0
Usun Technology Co., Ltd.	0
USV Limited	0
USV Private Limited	0
USV, Ltd.	0
USW Commercial Services Ltd.	0
USWE SPORTS AB	0
U-Systems, Inc.	0
UT Battelle, LLC	0
UT COMP INC.	0
UTAC DONGGUAN LTD.	0
UTAC HEADQUARTERS PTD. LTD.	0
UTAC HEADQUARTERS PTE LTD	0
UTAC HEADQUARTERS PTE, LTD.	0
UTAC HEADQUARTERS PTE. LTD.	0
UTAC Hong Kong Limited	0
UTAC Thai Limited	0
Utah Green Energy Technologies, LLC	0
UTAH MEDICAL PRODUCTS INC.	0
Utah State University	1
Utah State University Research Foundation	1
Utah Valley University	1
UTAH-INHA DDS &amp; ADVANCED THERAPEUTICS RESEARCH CENTER	1
UT-Batelle, LLC	0
UT-BATTELE, LLC	0
UT-Battelle	0
UT-Battelle LLC	0
UT-Battelle, LLC	0
UT-BATTELLE, LLC.	0
UTC Fire &amp; Security Americas Corporation, Inc	0
UTC FIRE &amp; SECURITY AMERICAS CORPORATION, INC.	0
UTC FIRE &amp; SECURITY CORPORATION	0
UTC FIRE AND SECURITY AMERICA CORPORATION, INC.	0
UTC Fire and Security Americas Corp., Inc.	0
UTC FIRE AND SECURITY AMERICAS CORPORATION, INC.	0
UTC Fuel Cells, LLC	0
UTC Overseas, Inc.	0
U-Tec Co., Ltd.	0
UTeC Corporation, LLC	0
UTEC Geomarine Limited	0
UTEC SURVEY, INC.	0
UTECH Solar Corporation	0
U-technology Co., Ltd.	0
UTECHZONE CO., LTD	0
UTECHZONE CO., LTD.	0
UTECO CONVERTING S.P.A.	0
UTEX Industries, Inc.	0
Utherverse Digital Inc.	0
Utherverse Digital, Inc.	0
UThisMe, LLC	0
UTI Limited Partnership	0
UTIBA PTE LTD.	0
UTICA ENTERPRISES, INC.	0
UTICA ENTREPRISES, INC.	0
UTIL (GUANGZHOU) AUTO PARTS CO., LTD	0
Util Canada Limited	0
Util Industries S.p.A.	0
Util Labs (Pty) Ltd.	0
Utilequip, Inc.	0
UTILICOR TECHNOLOGIES INC.	0
UTILIDATA, INC.	0
UTILIGHT LTD	0
Utilight Ltd.	0
Utilimaster Corporation	0
Utilis AG	0
Utilis Israel Ltd.	0
UTILITDATA, INC.	0
Utility Access Solutions and Maintenance Co., LLC	0
Utility Associates Inc.	0
Utility Associates, Inc.	0
UTILITY COMPOSITE SOLUTIONS INTERNATIONAL, INC.	0
Utility Composites, Inc.	0
Utility Concrete Products, LLC	0
Utility Designs of New York LLC	0
Utility Meter Reader, LLC	0
Utility Programs and Metering II, Inc.	0
Utility Relay Company	0
Utility Risk Management Corporation, LLC	0
Utility Sealing Systems, Inc.	0
Utility Service Co., Inc.	0
Utility Solutions, Inc.	0
Utility Trailer Manufacturing Company	0
Utilization Technology Development NFP	3
Utilization Technology Development, NFP	3
UTILX Corporation	0
UTIQUE, INC.	0
UTLX Manufacturing LLC	0
UTM IP LIMITED	0
UTO International Corporation	0
UTOMIK BV	0
Utopharm (Shanghai) Co., Ltd	0
UtopiaCompression Corp.	0
UtopiaCompression Corporation	0
Utopix Medical, LLC	0
UTOPS B.V.	0
Utopus Insights, Inc.	0
Utrech University	1
Utrecht University	1
Utrom Processing Co. L.L.C.	0
Utron Kinetics, LLC	0
UTRUSTIT SOCIAL, INC.	0
UTS Biogastechnik GmbH	0
Utstyr &amp; Kjoleservice A/S	0
Utsunomiya Seisakusho Co., Ltd.	0
UTSUNOMIYA UNIVERSITY	1
Utter Technology LLC	0
Utter Technology, LLC	0
Utterfly Aircraft, LLC	0
UTX TECHNOLOGIES LIMITED	0
UUBEE PTY LTD	0
Uumbra, LLC	0
Uurmi Systems Private Limited	0
Uurmi Systems Pvt. Ltd	0
UURMI SYSTEMS PVT. LTD.	0
UUSI, LLC	0
UV Networks, Inc.	0
UV Partners, Inc.	0
UV TECH CO. LTD.	0
UV Technologies, LLC	0
UV03, Inc.	0
Uvan Holding AB	0
UVAS, LLC	0
UVCleaning Systems, Inc.	0
Uvdry, LLC	0
UVDynamics Inc.	0
UVERA DIAGNOSTICS, INC.	0
UVEX ARBEITSSCHUTZ GMBH	0
UVEX SAFETY GMBH &amp; CO. KG	0
UVEX SPORTS GMBH &amp; CO. KG	0
UVic Industry Partnerships	0
UVic Industry Partnerships Inc.	0
UVIFY CO., LTD.	0
U-VIVO ApS	0
U-Vix Corporation	0
UVLrx Therapeutics, Inc.	0
UVTech Systems, Inc.	0
uVu Technologies, LLC	0
UVu, LLC	0
Uwatec Sarl	0
Uwatec Sarl	0
Uwe D'Agnone	0
Uwe Wagner	0
UWI TECHNOLOGY LTD	0
UWIN NANOTECH CO., LTD.	0
UWIN NANOTECH, CO., LTD.	0
UWIZ Technology Co., Ltd.	0
UWM Research Foundation	3
UWM Research Foundation, Inc.	0
UWM Reserach Foundation, Inc.	0
UWS Ventures Ltd.	0
UWS Ventures, Ltd.	0
UX Innovations LLC	0
UX Ltd.	0
Uxmal S.A.	0
UXN Co., Ltd.	0
UXP Systems Inc.	0
UYEMURA INTERNATIONAL CORPORATION	0
UZIN UTZ AG	0
uZoom, Inc.	0
Uztek Endustri Tesisleri Insaat Imalat Ve Montaj Sanayi Ve Ticaret Limited Sirketi	0
V &amp; H Energy Suppliers, LLC	0
V &amp; I Co., Ltd	0
V &amp; M Deutschland GmbH	0
V &amp; M DO BRASIL S/A	0
V &amp; M France	0
V Group Inc.	0
v Personalize Inc.	0
V SPARK CO., LTD.	0
V Square/R LLC	0
V Squared Wind, Inc.	0
V TECHNOLOGY CO., LTD.	0
V Track ID Inc.	0
V&amp;H PERFORMANCE, LLC	0
V&amp;M do Brasil S.A.	0
V. Guldmann A/S	0
V. Juliano Communications, LLC	0
V. Krutten Medizinische Einmalgerate GmbH	0
V. MANE FILS	0
V. V. T. Med Ltd.	0
V.A.R.M. S.p.A.	0
V.D.S. Vacuum Diecasting Service S.A.	0
V.H. Cooper &amp; Company Inc.	0
V.I.C. VITERIE ITALIA CENTRALE S.R.L.	0
V.I.O. Inc.	0
V.I.T. Products, Inc.	0
V.L. Engineering, Inc.	0
V.MANE FILS	0
V.N.O. LLC	0
V.T.M (Virtual Tape Measure) Technologies Ltd.	0
V.V.T. Med Ltd.	0
V2 PLUG-IN HYBRID VEHICLE PARTNERSHIP HANDELBOLAG	0
V2 PLUG-IN HYBRID VEHICLE PARTNERSHIP HANDELSBO	0
V2 Plug-In Hybrid Vehicle Partnership Handelsbolag	0
V2COM, INC.	0
V2Green, Inc.	0
V2H International Pty Ltd ABN 37 610 667 037	0
V3 Systems Holdings, Inc.	0
V3 SYSTEMS, INC.	0
V3 TECHNOLOGIES, LLC	0
V35A Enterprises, LLC	0
V5 SYSTEMS, INC.	0
VA Boston Healthcare System	2
VA, Inc.	0
VaaS, Inc.	0
Vaasaball LNG Products Oy	0
Vac Stent Medtec AG	0
Vac-4-All Pte. Ltd.	0
VACC, Inc.	0
Vaccare, LLC	0
Vaccibody A/S	0
Vaccibody AS	0
Vaccine Technologies, Incorporated	0
Vaccine Technology Limited	0
Vaccinex, Inc.	0
Vacdiagn Biotechnology Co., Ltd.	0
Vaclab Inc.	0
VACON OY	0
Vacon Oyj	0
VACPLANTA LIMITED	0
VACTEC	0
VAC-TRON EQUIPMENT, LLC	0
Vactronix Scientific, Inc.	0
Vactronix Scientific, LLC	0
Vacu Fog LLC	0
Vacu Vin Innovations Limited	0
Vacular Solutions, Inc.	0
VACULEX AB	0
Vaculift, Inc.	0
VACUMMSCHMELZE GMBH &amp; CO. KG	0
VACUTEC Hochvakuum- &amp; Prazisionstechnik GmbH	0
VACUTEST KIMA S.R.L.	0
VACUUM INTERRUPTERS, INC.	0
Vacuum Lifting Holland Beheer B.V.	0
Vacuum Technology Inc.	0
Vacuumschmeize GmbH &amp; Co. KG	0
Vacuumschmeize GmgH &amp; Co. KG	0
VACUUMSCHMELZE &amp; GMBH &amp; CO. KG	0
VACUUMSCHMELZE GMBH &amp; CO KG	0
Vacuumschmelze GmbH &amp; Co. KB	0
Vacuumschmelze GmbH &amp; Co. KG	0
VACUUMSCHMELZE GMBH &amp; COMPANY KG	0
Vacuworx Global LLC	0
Vacuworx Global, LLC	0
VAD SCIENTIFIC LLC	0
VADA, LLC	0
VADAS, LTD.	0
VADD TECH INC.	0
VADE RETRO TECHNOLOGY, INC.	0
VADE SECURE TECHNOLOGY, INC.	0
VADE SECURE, INC.	0
Vaderstad Holding AB	0
VADERSTAD HOLDING AB	0
Vaderstad-Verken AB	0
Vaderstad-Verken AB	0
VADERSTAD-VERKEN AKTEBOLAG	0
Vaderstad-Verken Aktiebolag	0
Vadient Optics LLC	0
Vadient Optics, LLC	0
Vadient Optics, LLC.	0
Vadient Optics. LLC.	0
Vadium Technology, Inc.	0
VADOVATIONS, INC.	0
Vadum Inc.	0
Vadum, Inc.	0
VADXX ENERGY LLC	0
VAE Eisenbahnsysteme GmbH	0
VAE GmbH	0
Vaeco Inc.	0
Vaetas, LLC	0
VAF Industries, LLC	0
VAG - ARMATUREN GMBH	0
VAG?ARMATUREN	0
VAG?ARMATUREN GMBH	0
VAGONYX LIMITED	0
VAHTERUS OY	0
Vail Industries, Inc.	0
Vail Resorts, Inc.	0
Vail Systems, Inc.	0
VAIM CO., LTD.	0
Vairtex Canada Inc.	0
Vaisala Oyj	0
Vaisala, Inc.	0
VAKCINA KFT	0
Vaki Fiskeldiskerfi HF	0
Vakzine Projekt Management GmbH	0
Vala Science, Inc.	0
Vala Sciences, Inc.	0
Valador, Inc.	0
VALAGRO CARBONE RENOUVELABLE POITOU-CHARENTES	0
VALAGRO CARBONE RENOUVELABLE POITOU?CHARENTES	0
Valagro S.P.A.	0
Valam Corporation	0
Valard Construction Ltd.	0
Valassis Direct Mail, Inc.	0
Valbio	0
VALBIOTIS	0
VALCARE, INC.	0
Val-Chum L.P.	0
Val-Chum Limited Partnership	0
Val-Chum, Limited Partnership	0
Valco Cincinnati, Inc.	0
Valco Companies, Inc.	0
Valco Instruments Company, L.P.	0
Valco Systemes de Controle Moteur	0
Valco Systemes d'Essuyage	0
Valco Systemes d'Essuyage	0
Valco Systemes Thermiques	0
Valco Systems de Controle Moteur	0
VALCOR ENGINEERING CORPORATION	0
VALCURIA AB	0
Valdinox, S.L.	0
Vale	0
Vale Canada Limited	0
VALE FERTILIZANTES S.A.	0
Vale Mill (Rochdale) Limited	0
VALE S.A	0
VALE S.A.	0
Valea Systemes d'Essuyage	0
VALEANT CANADA LP	0
Valeant International Bermuda	0
Valeant Pharmaceuticals International	0
Valeant Pharmaceuticals International, Inc	0
Valeant Pharmaceuticals International, Inc.	0
Valeant Pharmaceuticals Luxembourg S.A.R.L.	0
Valeant Pharmceuticals International, Inc.	0
VAL'EAS RECYCLING SOLUTIONS AB	0
VALED SYSTEMES THERMIQUES	0
Valeda Company	0
Valeda Company LLC	0
Valeda Company, LLC	0
Valence Process Equipment, Inc.	0
Valence Technology Inc.	0
Valence Technology, Inc.	0
Valencell, Inc.	0
VALENCIA PARTNERS, LLC	0
Valencia Technologies Corporation	0
VALENITE LLC	0
Valens Associated Inc.	0
Valens Associates, Inc.	0
Valens Semiconductor Ltd.	0
Valent BioSciences Corporation	0
VALENT BIOSCIENCES LLC	0
VALENT TECHNOLOGIES LLC	0
VALENT U.S.A. CORPORATION	0
Valent U.S.A., Corporation	0
Valentine Niobrara LLC	0
Valentine Research, Inc.	0
Valentini S.R.L.	0
ValenTx, Inc.	0
Valeo Air Management UK Limited	0
VALEO AUTOMOTIVE AIR CONDITIONING HUBEI CO.	0
Valeo Climate Control Corp.	0
Valeo Climate Control Corporation	0
Valeo Climatizacion, SAU	0
VALEO COMFORT AND DRIVING ASSISTANCE	0
Valeo Electrical Systems Korea Ltd.	0
Valeo Embratages	0
Valeo Embrayages	0
Valeo Equipement Electriques Moteur	0
Valeo Equipements Electriques Monteur	0
Valeo Equipements Electriques Moteur	0
Valeo Equipments Electriques Moteur	0
Valeo Etudes Electroniques	0
Valeo Illuminacion	0
Valeo Illuminacion Sociedad Anonima	0
VALEO ILUMINACION	0
Valeo Iluminacion Sociedad Anonima	0
Valeo Jap Co., Ltd.	0
VALEO JAPAN CO, LTD	0
VALEO JAPAN CO. LTD.	0
Valeo Japan Co., LTD	0
Valeo Japan Co., Ltd.	0
VALEO KLIMASYSTEME GMBH	0
VALEO LIGHTING HUBEI TECHNICAL CENTER CO. LTD.	0
Valeo Lighting Hubei Technical Center Co., Ltd.	0
Valeo North America, Inc.	0
Valeo Otomotiv Sanayi ve Ticaret Anonim Sirketi	0
Valeo Powertrain Energy Conversion AS	0
Valeo Radar Systems Inc.	0
Valeo Radar Systems, Inc.	0
VALEO S.p.A.	0
VALEO Schalter and Sensoren GmbH	0
VALEO Schalter und Sensoren GmbH	0
Valeo Schatter Und Sensoren GmbH	0
Valeo Securite Habitacle	0
Valeo Sicherheitssysteme GmbH	0
VALEO SISTEMAS AUTOMOTIVOS LTDA	0
Valeo Sysemes d'Essuyage	0
Valeo Systemes de Controle Moteur	0
Valeo Systemes d'Essayage	0
Valeo Systemes d'Essuyage	0
Valeo Systemes d'Essuyage	0
Valeo Systemes d'Essuyage	0
Valeo Systemes Themiques	0
VALEO SYSTEMES THERMIQUES	0
VALEO SYSTEMES THERMIQUES S.A.S.	0
Valeo Systems de Controle Moteur	0
Valeo Systems D'Essuyage	0
Valeo Systems d'Essuyage	0
VALEO SYSTEMS THERMIQUES	0
Valeo Systems Thermiques S.A.S.	0
VALEO SYTEMES THERMIQUES	0
Valeo Termico, S.A.	0
VALEO THERMAL SYSTEMS JAPAN CORPORATION	0
Valeo Vision	0
Valeo Vision Belgique	0
Valeo Vison Belgique	0
VALEO VYMENIKY TEPLA k.s.	0
Valeo Wichersysteme GmbH	0
Valeo Wischersysteme GmbH	0
Valeo, Inc.	0
VALEOL	0
Valericon GmbH	0
Valerion Therapeutics, LLC	0
Valeris Medical, LLC	0
VALERITAS, INC.	0
Valero Services, Inc.	0
Valerus Field Solutions LP	0
Vales and Hills Biomedical Tech. Ltd.	0
VAL-FIN S.R.L.	0
VALGENESIS, INC.	0
VALIANT BIOPHARMA SDN BHD	0
Valicor, Inc	0
Valicor, Inc.	0
Valid Manufacturing Ltd.	0
VALID SOLUCIONES TECNOLOGICAS, S.A.U.	0
Validas, LLC	0
Validclick, Inc.	0
Validfill LLC	0
VALIDIC	0
VALIDIS HOLDINGS LIMITED	0
VALIDUS SOLUTIONS, INC.	0
VALIGERIA RONCATO S.P.A.	0
ValiMail Inc.	0
Valin Corporation	0
Valinge Flooring Technology AB	0
VALINGE INNOVATION AB	0
VALINGE PHOTOCATALYTIC AB	0
VALIO LTD.	0
VALIPAT SA	0
VALIRX PLC	0
VALKA EHF	0
VALKA EHF and REYKJAVIK UNIVERSITY	1
Valkee OY	0
Valken, Inc.	0
Valkyrie Commissioning Services Inc.	0
Vallery Industries, Inc.	0
VALLESVIU, S.A.	0
Valley Christian Schools	1
VALLEY DEVICE MANAGEMENT	0
Valley Electronics LLC	0
Valley Health System	2
Valley Holdings, LLC	0
Valley Packline Solutions	0
Valley Popcorn Company, Inc.	0
Valley Tech Systems, Inc.	0
Valley Tissue Packaging, Inc.	0
Valley View Industries	0
Valley Wood Electrical (Shenzhen) Co., Ltd.	0
VALLIUS FORESTRY OY LTD.	0
Vallon GmbH	0
VALLOURE OIL AND GAS FRANCE	0
Vallourec Deutschland GmbH	0
Vallourec Deutshcland GmbH	0
VALLOUREC DRILLING PRODUCTS FRANCE	0
Vallourec Drilling Products USA, Inc.	0
Vallourec Mannesmann Oil &amp; Gas France	0
VALLOUREC OIL &amp; GAS FRANCE	0
VALLOUREC OIL &amp; GAS MEXICO, SA DE CV	0
Vallourec Oil and Gas France	0
Vallourec Oil and Gas France, S.A.S.	0
VALLOUREC TUBE-ALLOY, LLC.	0
Vallourec Tubes France	0
VALLS BESITZ GMBH	0
Valmar Global VSE ZA Sladoled D.O.O.	0
Valmarc Corporation	0
Valmet AB	0
Valmet Aktiebolag	0
VALMET AUTOMATION OY	0
VALMET AUTOMOTIVE OY	0
VALMET PLATING S.R.L.	0
VALMET POWER AB	0
Valmet Power Oy	0
VALMET S.P.A.	0
Valmet Technologies Inc.	0
VALMET TECHNOLOGIES OY	0
Valmet Technologies, Inc.	0
Valmont	0
Valmont Highway Technology Limited	0
Valmont Industries, Inc.	0
Valmont Newmark, Inc.	0
Valmont West Coast Engineering Ltd.	0
Valmount Highway Technology Limited	0
Valnet AB	0
Valneva	0
Valneva Austria GmbH	0
VALOC AG	0
Valor Communication, Inc.	0
Valor Enterprise Co. Ltd.	0
Valor Enterprise Co., Ltd.	0
Valor Fire Safety, LLC	0
VALORBEC S.E.C.	0
Valorbec Societe en Commandite	0
VALORBEC SOCIETE EN COMMANDITE, REPRESENTEE PAR GESTION VALEO S.E.C.	0
VALORBEC, s.e.c.	0
Valorbec, Societe en Commandite	0
Valore	0
Valorex	0
VALORHIZ	0
VALORISATION HSJ, LIMITED PARTNERSHIP	0
Valorisation Recherche HSCM, Limited Partnership	0
VALORISATION-HSJ, LIMITED PARTNERSHIP	0
Valorisation-Recherche Limited Partnership	0
VALORISATION-RECHERCHE, LIMITED PARTNERSHIP	0
Valorisation-Recherche, Societe En commandite	3
VALORIZACION Y LOGISTICA AMBIENTAL, S.L.L.	0
Valorization-Recherche Limited Partnership	0
Valorous Enterprise Ltd	0
VALOTEC	0
VALOYA OY	0
VALPRES S.R.L.	0
Vals Tech, Inc.	0
Valspar Sourcing, Inc	0
Valspar Sourcing, Inc.	0
Valstybinis Moksliniu Tyrimu Institutas Fiziniu Ir Technologijos Mokslu Centras	3
Valtec Cardio, Ltd.	0
Valtech Cardio Ltd.	0
VALTECH CARDIO, LTD	0
Valtech Cardio, Ltd.	0
Valted LLC	0
VALTED, LLC	0
Valterra Products, LLC	0
VALTINER &amp; PARTNER, ZT-GMBH	0
VALTION TEKNILLINEN TUTKIMUSKESKUS	0
Valtion Teknillinen Tutkimuskeskus	3
Valtra Oy Ab	0
Valtra, Inc.	0
Valtris Specialty Chemicals	0
Value Added Communications, Inc.	0
Value Chain Network (Hong Kong) Limited	0
Value Creation Inc.	0
Value Extraction LLC	0
VALUE FEET SAS	0
VALUE PRIVASTIFTUNG	0
